標準地番号（都道府県市区町村コード）,標準地番号（用途）,標準地番号（連番）,全国主要地点,連番（県単位）,都道府県名,市郡名,区町村名,地名,住居表示,所在並びに地番,当年価格,前年価格,対前年変動率（％）,地積,地積・内私道分,形状区分,（比率）間口,（比率）奥行,利用区分,構造,（階層）地上,（階層）地下,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道方位区分,側道区分,給排水状況（ガス）,給排水状況（水道）,給排水状況（下水道）,最寄り駅名,交通施設との近接区分,最寄り駅迄の道路距離,法規制・用途区分,法規制・高度地区,法規制・防火・準防火,法規制・建蔽率,法規制・容積率,法規制・森林法,法規制・公園法,予備,区域区分,連番（全体）,対象年（和暦）,共通地点区分,半年前番号（都道府県市区町村コード）,半年前番号（用途）,半年前番号（連番）,半年前価格,対半年前変動率（％）,利用の現況,周辺の土地の利用の現況,予備
13112,00,047,0,0717,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","船橋６－１７－５　　　　　　　　　　　　　　　　　　　　　　　　","船橋６丁目２２番５　　　　　　　　　　　　　　　　　　　　　",0000500000,0000504000,      -0.8,0000000090,0000000000,3,010,020,1,4,02,0,32,6,0060,0,1,0,0,1,1,1,"千歳船橋　　　　　　　　　　　　　　　　",0,01400,13,0,2,6,020,0,00,"  ",1,08047,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅に共同住宅も見られる住宅地域　　　　　　　　　　　　　　","                                                                   "
13112,00,048,0,0718,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","経堂２－１７－７　　　　　　　　　　　　　　　　　　　　　　　　","経堂２丁目２４４番３９　　　　　　　　　　　　　　　　　　　",0000665000,0000665000,       0.0,0000000107,0000000000,3,010,015,1,4,02,0,32,6,0037,0,1,0,0,1,1,1,"経堂　　　　　　　　　　　　　　　　　　",0,00370,15,0,2,6,020,0,00,"  ",1,08048,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅、マンション等が多い住宅地域　　　　　　　　　　","                                                                   "
13112,00,049,0,0719,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","羽根木１－２９－１８　　　　　　　　　　　　　　　　　　　　　　","羽根木１丁目１６５５番２３　　　　　　　　　　　　　　　　　",0000609000,0000609000,       0.0,0000000166,0000000000,3,010,015,1,4,02,0,32,4,0050,0,1,0,0,1,1,1,"東松原　　　　　　　　　　　　　　　　　",0,00350,11,0,2,6,015,0,00,"  ",1,08049,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が建ち並ぶ閑静な住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,050,1,0720,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","赤堤３－９－１１　　　　　　　　　　　　　　　　　　　　　　　　","赤堤３丁目２７１番１４　　　　　　　　　　　　　　　　　　　",0000650000,0000662000,      -1.8,0000000204,0000000000,3,010,020,1,4,03,0,32,4,0060,0,1,0,0,1,1,1,"松原　　　　　　　　　　　　　　　　　　",0,00320,11,0,2,5,010,0,00,"  ",1,08050,03,1,13112,00,001,0000662000,      -1.8,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多く共同住宅もある住宅地域　　　　　　　　　　　","                                                                   "
13112,00,051,0,0721,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","松原５－２３－１３　　　　　　　　　　　　　　　　　　　　　　　","松原５丁目４２２番３　　　　　　　　　　　　　　　　　　　　",0000613000,0000613000,       0.0,0000000178,0000000000,3,010,015,1,6,02,0,32,4,0043,0,1,0,0,1,1,1,"東松原　　　　　　　　　　　　　　　　　",0,00380,11,0,2,6,015,0,00,"  ",1,08051,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模住宅とアパート等が建ち並ぶ住宅地域　　　　　　　　　　　","                                                                   "
13112,00,052,0,0722,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","経堂５－５－３　　　　　　　　　　　　　　　　　　　　　　　　　","経堂５丁目８９９番２７外　　　　　　　　　　　　　　　　　　",0000619000,0000619000,       0.0,0000000212,0000000000,7,010,015,1,4,02,0,32,2,0044,0,1,0,0,1,1,1,"経堂　　　　　　　　　　　　　　　　　　",0,00720,11,0,2,6,015,0,00,"  ",1,08052,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅、アパート等が建ち並ぶ住宅地域　　　　　　　　　　","                                                                   "
13112,00,053,0,0723,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","代沢１－１６－１０　　　　　　　　　　　　　　　　　　　　　　　","代沢１丁目８０番９　　　　　　　　　　　　　　　　　　　　　",0000729000,0000729000,       0.0,0000000135,0000000000,3,012,010,1,4,02,0,32,1,0038,0,1,0,0,1,1,1,"池ノ上　　　　　　　　　　　　　　　　　",0,00560,11,0,2,5,015,0,00,"  ",1,08053,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅にアパートも見られる高台の住宅地域　　　　　　　　　　　","                                                                   "
13112,00,054,0,0724,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","宮坂１－３６－１９　　　　　　　　　　　　　　　　　　　　　　　","宮坂１丁目２４４３番２２　　　　　　　　　　　　　　　　　　",0000643000,0000649000,      -0.9,0000000199,0000000000,1,010,010,1,4,02,0,32,1,0060,0,1,0,0,1,1,1,"宮の坂　　　　　　　　　　　　　　　　　",0,00320,11,0,2,5,010,0,00,"  ",1,08054,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅等が多い住宅地域　　　　　　　　　　　　　　　　　","                                                                   "
13112,00,055,0,0725,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","弦巻１－６－５　　　　　　　　　　　　　　　　　　　　　　　　　","弦巻１丁目１５番２８　　　　　　　　　　　　　　　　　　　　",0000662000,0000662000,       0.0,0000000198,0000000000,3,015,010,1,4,02,0,32,5,0060,0,1,0,0,1,1,1,"松陰神社前　　　　　　　　　　　　　　　",0,00650,11,0,2,5,010,0,00,"  ",1,08055,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅の中にアパート等が見られる住宅地域　　　　　　　　　　　","                                                                   "
13112,00,056,0,0726,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","奥沢８－１０－７　　　　　　　　　　　　　　　　　　　　　　　　","奥沢８丁目２７１番１３　　　　　　　　　　　　　　　　　　　",0000755000,0000755000,       0.0,0000000189,0000000000,3,010,020,1,4,02,0,32,4,0062,0,1,0,0,1,1,1,"九品仏　　　　　　　　　　　　　　　　　",0,00400,11,0,2,5,010,0,00,"  ",1,08056,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多い区画整然とした住宅地域　　　　　　　　　　　","                                                                   "
13112,00,057,0,0727,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","大蔵５－１８－１２　　　　　　　　　　　　　　　　　　　　　　　","大蔵５丁目２８６４番２１　　　　　　　　　　　　　　　　　　",0000342000,0000350000,      -2.3,0000000140,0000000000,3,010,015,1,6,02,0,40,7,0040,0,1,0,0,1,1,1,"成城学園前　　　　　　　　　　　　　　　",0,01600,11,0,2,5,010,0,00,"  ",1,08057,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅の中にアパート等が見られる住宅地域　　　　　　　　　　　","                                                                   "
13112,00,058,0,0728,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","野沢４－１９－２　　　　　　　　　　　　　　　　　　　　　　　　","野沢４丁目２４５番１０　　　　　　　　　　　　　　　　　　　",0000640000,0000640000,       0.0,0000000143,0000000000,3,015,010,1,4,02,0,00,6,0040,0,1,0,0,1,1,1,"駒沢大学　　　　　　　　　　　　　　　　",0,00600,11,0,2,6,015,0,00,"  ",1,08058,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅にアパート等も見られる住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,059,0,0729,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","新町３－２８－１１　　　　　　　　　　　　　　　　　　　　　　　","新町３丁目３２４番１２　　　　　　　　　　　　　　　　　　　",0000763000,0000763000,       0.0,0000000222,0000000000,3,010,015,1,2,03,1,32,4,0060,0,1,0,0,1,1,1,"桜新町　　　　　　　　　　　　　　　　　",0,00390,11,0,2,6,015,0,00,"  ",1,08059,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多くアパートもある住宅地域　　　　　　　　　　　","                                                                   "
13112,00,060,0,0730,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","世田谷４丁目１１５番３　　　　　　　　　　　　　　　　　　　",0000650000,0000650000,       0.0,0000000198,0000000000,3,010,012,1,8,00,0,32,4,0054,0,1,0,0,1,1,1,"世田谷　　　　　　　　　　　　　　　　　",0,00190,16,0,2,6,030,0,00,"  ",1,08060,03,0,00000,00,000,0000000000,       0.0,"建築中　　　　　　　　　　　　　　　","中小規模一般住宅、アパート等が多い住宅地域　　　　　　　　　　　","                                                                   "
13112,00,061,0,0731,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","中町２－５－５　　　　　　　　　　　　　　　　　　　　　　　　　","中町２丁目４５番４３　　　　　　　　　　　　　　　　　　　　",0000659000,0000659000,       0.0,0000000210,0000000000,1,010,010,1,6,02,0,32,2,0060,0,1,0,0,1,1,1,"等々力　　　　　　　　　　　　　　　　　",0,00330,11,0,2,5,010,0,00,"  ",1,08061,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅、アパートが建ち並ぶ住宅地域　　　　　　　　　　　","                                                                   "
13112,00,062,0,0732,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","松原４－３４－３　　　　　　　　　　　　　　　　　　　　　　　　","松原４丁目１０７５番７　　　　　　　　　　　　　　　　　　　",0000606000,0000607000,      -0.2,0000000162,0000000000,5,010,020,1,2,03,1,32,3,0050,0,1,0,0,1,1,1,"松原　　　　　　　　　　　　　　　　　　",0,00480,11,0,2,6,015,0,00,"  ",1,08062,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、アパート等が建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,063,0,0733,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","若林３－２７－５　　　　　　　　　　　　　　　　　　　　　　　　","若林３丁目２１６番６　　　　　　　　　　　　　　　　　　　　",0000641000,0000641000,       0.0,0000000200,0000000000,3,010,015,1,4,02,1,32,6,0044,0,1,0,0,1,1,1,"松陰神社前　　　　　　　　　　　　　　　",0,00230,13,0,2,6,020,0,00,"  ",1,08063,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅、アパートが建ち並ぶ住宅地域　　　　　　　　　　","                                                                   "
13112,00,064,0,0734,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","野毛１－９－２２　　　　　　　　　　　　　　　　　　　　　　　　","野毛１丁目９５番５外　　　　　　　　　　　　　　　　　　　　",0000537000,0000542000,      -0.9,0000000154,0000000000,3,010,015,1,4,03,0,32,4,0054,0,1,0,0,1,1,1,"等々力　　　　　　　　　　　　　　　　　",0,01000,11,0,0,4,008,0,00,"  ",1,08064,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅とアパート等が見られる住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,065,0,0735,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","弦巻３－２１－１　　　　　　　　　　　　　　　　　　　　　　　　","弦巻３丁目１４番１　　　　　　　　　　　　　　　　　　　　　",0000810000,0000810000,       0.0,0000001221,0000000000,7,010,010,1,2,06,1,32,1,0080,0,1,6,1,1,1,1,"桜新町　　　　　　　　　　　　　　　　　",0,00820,13,0,2,6,020,0,00,"  ",1,08065,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中高層のマンションが多く建ち並ぶ住宅地域　　　　　　　　　　　　","                                                                   "
13112,00,066,0,0736,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","上用賀６－８－９　　　　　　　　　　　　　　　　　　　　　　　　","上用賀６丁目１０３番７　　　　　　　　　　　　　　　　　　　",0000568000,0000570000,      -0.4,0000000151,0000000000,0,010,015,1,3,02,1,32,3,0060,0,1,0,0,1,1,1,"用賀　　　　　　　　　　　　　　　　　　",0,01500,11,0,2,5,010,0,00,"  ",1,08066,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅にアパート等も見られる住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,067,0,0737,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","下馬６－３３－２　　　　　　　　　　　　　　　　　　　　　　　　","下馬６丁目６０番２５　　　　　　　　　　　　　　　　　　　　",0000815000,0000815000,       0.0,0000000181,0000000000,3,010,020,1,4,02,0,32,6,0080,0,1,0,0,1,1,1,"学芸大学　　　　　　　　　　　　　　　　",0,00780,11,0,2,5,015,0,00,"  ",1,08067,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅が建ち並ぶ住宅地域　　　　　　　　　　　　　　　","                                                                   "
13112,00,068,0,0738,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","三宿２－１７－６　　　　　　　　　　　　　　　　　　　　　　　　","三宿２丁目２４５番４　　　　　　　　　　　　　　　　　　　　",0000720000,0000720000,       0.0,0000000169,0000000000,3,010,015,1,4,03,0,32,2,0054,0,1,0,0,1,1,1,"池尻大橋　　　　　　　　　　　　　　　　",0,01100,13,0,2,6,020,0,00,"  ",1,08068,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅が多く建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,069,0,0739,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","経堂４－２４－２　　　　　　　　　　　　　　　　　　　　　　　　","経堂４丁目５４２番１２　　　　　　　　　　　　　　　　　　　",0000644000,0000646000,      -0.3,0000000134,0000000000,3,010,015,1,2,02,0,32,2,0063,0,1,0,0,1,1,1,"千歳船橋　　　　　　　　　　　　　　　　",0,00450,11,0,2,5,010,0,00,"  ",1,08069,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅とアパートが建ち並ぶ住宅地域　　　　　　　　　　　","                                                                   "
13112,00,070,0,0740,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","下馬２－１０－１６　　　　　　　　　　　　　　　　　　　　　　　","下馬２丁目１４５番２７　　　　　　　　　　　　　　　　　　　",0000683000,0000683000,       0.0,0000000099,0000000000,3,010,015,1,3,03,0,32,4,0060,0,1,0,0,1,1,1,"三軒茶屋　　　　　　　　　　　　　　　　",0,00850,13,0,2,6,020,0,00,"  ",1,08070,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模住宅にアパート等が建ち並ぶ住宅地域　　　　　　　　　　　","                                                                   "
13112,00,071,0,0741,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","宮坂３－２８－９　　　　　　　　　　　　　　　　　　　　　　　　","宮坂３丁目２３４４番１１　　　　　　　　　　　　　　　　　　",0000637000,0000637000,       0.0,0000000190,0000000000,3,010,012,1,6,02,0,32,7,0052,0,1,0,0,1,1,1,"経堂　　　　　　　　　　　　　　　　　　",0,00540,11,0,2,5,010,0,00,"  ",1,08071,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅とアパート等が建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,072,0,0742,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","三軒茶屋１－１６－１８　　　　　　　　　　　　　　　　　　　　　","三軒茶屋１丁目４２２番４２　　　　　　　　　　　　　　　　　",0000787000,0000787000,       0.0,0000000139,0000000000,3,010,015,1,2,03,0,32,4,0060,0,1,0,0,1,1,1,"三軒茶屋　　　　　　　　　　　　　　　　",0,00480,13,0,2,6,020,0,00,"  ",1,08072,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中規模一般住宅、マンション等が多い住宅地域　　　　　　　　　　　","                                                                   "
13112,00,073,0,0743,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","深沢５－３１－２　　　　　　　　　　　　　　　　　　　　　　　　","深沢５丁目１０番８外　　　　　　　　　　　　　　　　　　　　",0000622000,0000622000,       0.0,0000000161,0000000000,1,010,010,1,6,02,0,32,6,0060,0,1,0,0,1,1,1,"等々力　　　　　　　　　　　　　　　　　",0,01000,11,0,2,5,010,0,00,"  ",1,08073,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","一般住宅の中にアパート等も見られる住宅地域　　　　　　　　　　　","                                                                   "
13112,00,074,0,0744,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","上野毛２－１１－４　　　　　　　　　　　　　　　　　　　　　　　","上野毛２丁目８２番２外　　　　　　　　　　　　　　　　　　　",0000676000,0000680000,      -0.6,0000000208,0000000000,3,010,012,1,2,02,0,32,2,0062,0,1,0,0,1,1,1,"上野毛　　　　　　　　　　　　　　　　　",0,00600,11,0,0,4,008,0,00,"  ",1,08074,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","閑静な中規模一般住宅が多い住宅地域　　　　　　　　　　　　　　　","                                                                   "
13112,00,075,0,0745,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","若林５－１１－８　　　　　　　　　　　　　　　　　　　　　　　　","若林５丁目５９８番１内　　　　　　　　　　　　　　　　　　　",0000649000,0000649000,       0.0,0000000140,0000000000,1,010,010,1,4,02,0,32,8,0059,0,1,0,0,1,1,1,"若林　　　　　　　　　　　　　　　　　　",0,00340,13,0,2,6,020,0,00,"  ",1,08075,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模の戸建住宅等が建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,076,0,0746,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","給田２－６－１７　　　　　　　　　　　　　　　　　　　　　　　　","給田２丁目３４４番１３　　　　　　　　　　　　　　　　　　　",0000415000,0000417000,      -0.5,0000000148,0000000000,0,015,010,1,4,02,0,32,7,0038,0,1,6,1,1,1,1,"千歳烏山　　　　　　　　　　　　　　　　",0,00660,11,0,2,5,010,0,00,"  ",1,08076,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、アパート等が建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,077,0,0747,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","北烏山７－１５－１６　　　　　　　　　　　　　　　　　　　　　　","北烏山７丁目２２２４番７　　　　　　　　　　　　　　　　　　",0000375000,0000379000,      -1.1,0000000117,0000000000,3,010,012,1,4,02,0,32,3,0045,0,1,0,0,1,1,1,"久我山　　　　　　　　　　　　　　　　　",0,01400,11,0,2,5,010,0,00,"  ",1,08077,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅のほかにアパート等が見られる住宅地域　　　　　　　　　　","                                                                   "
13112,00,078,0,0748,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","粕谷３－３－１　　　　　　　　　　　　　　　　　　　　　　　　　","粕谷３丁目５番１５　　　　　　　　　　　　　　　　　　　　　",0000441000,0000444000,      -0.7,0000000210,0000000000,3,010,015,1,4,02,0,32,2,0040,0,1,0,0,1,1,1,"千歳烏山　　　　　　　　　　　　　　　　",0,01200,11,0,2,5,010,0,00,"  ",1,08078,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅、アパート等もある住宅地域　　　　　　　　　　　","                                                                   "
13112,00,079,0,0749,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","用賀１－４－７　　　　　　　　　　　　　　　　　　　　　　　　　","用賀１丁目６番４　　　　　　　　　　　　　　　　　　　　　　",0000699000,0000699000,       0.0,0000000200,0000000000,3,011,010,1,4,02,0,32,6,0060,0,1,0,0,1,1,1,"用賀　　　　　　　　　　　　　　　　　　",0,00940,11,0,2,5,010,0,00,"  ",1,08079,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多い閑静な住宅地域　　　　　　　　　　　　　　　","                                                                   "
13112,00,080,0,0750,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","松原１－２９－１６　　　　　　　　　　　　　　　　　　　　　　　","松原１丁目１２３番４８　　　　　　　　　　　　　　　　　　　",0000640000,0000640000,       0.0,0000000128,0000000000,1,010,010,1,4,02,1,32,7,0038,0,1,0,0,1,1,1,"明大前　　　　　　　　　　　　　　　　　",0,00500,11,0,2,6,015,0,00,"  ",1,08080,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅を中心に共同住宅等も見られる住宅地域　　　　　　　　　　","                                                                   "
13112,00,081,0,0751,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","若林２－５－８　　　　　　　　　　　　　　　　　　　　　　　　　","若林２丁目４６５番６　　　　　　　　　　　　　　　　　　　　",0000671000,0000671000,       0.0,0000000083,0000000000,1,010,010,1,4,03,0,32,8,0060,0,1,0,0,1,1,1,"西太子堂　　　　　　　　　　　　　　　　",0,00350,11,0,2,6,015,0,00,"  ",1,08081,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅が建ち並ぶ住宅地域　　　　　　　　　　　　　　　","                                                                   "
13112,00,082,0,0752,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","上野毛１－１６－１９　　　　　　　　　　　　　　　　　　　　　　","上野毛１丁目６２番１０内　　　　　　　　　　　　　　　　　　",0000737000,0000737000,       0.0,0000000161,0000000000,3,010,025,1,4,02,0,32,4,0060,0,1,0,0,1,1,1,"上野毛　　　　　　　　　　　　　　　　　",0,00240,11,0,2,5,010,0,00,"  ",1,08082,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、共同住宅等が建ち並ぶ住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,083,0,0753,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","桜２－１２－２　　　　　　　　　　　　　　　　　　　　　　　　　","桜２丁目５８６番３　　　　　　　　　　　　　　　　　　　　　",0000579000,0000579000,       0.0,0000000112,0000000000,1,010,010,1,4,02,0,32,5,0038,0,1,0,0,1,1,1,"上町　　　　　　　　　　　　　　　　　　",0,00830,11,0,2,6,015,0,00,"  ",1,08083,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅に共同住宅等も見られる住宅地域　　　　　　　　　　　　　","                                                                   "
13112,00,084,0,0754,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","上馬５－３０－８　　　　　　　　　　　　　　　　　　　　　　　　","上馬５丁目９番３４　　　　　　　　　　　　　　　　　　　　　",0000650000,0000650000,       0.0,0000000175,0000000000,5,010,015,1,4,02,0,32,3,0050,0,1,0,0,1,1,1,"松陰神社前　　　　　　　　　　　　　　　",0,00570,11,0,2,6,015,0,00,"  ",1,08084,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅のほかにアパート等が見られる住宅地域　　　　　　　　　　","                                                                   "
13112,00,085,0,0755,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","桜上水１－８－４　　　　　　　　　　　　　　　　　　　　　　　　","桜上水１丁目１０１番２０　　　　　　　　　　　　　　　　　　",0000523000,0000531000,      -1.5,0000000102,0000000000,3,010,012,1,6,02,0,32,1,0040,0,1,0,0,1,1,1,"経堂　　　　　　　　　　　　　　　　　　",0,01000,11,0,2,5,010,0,00,"  ",1,08085,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅にアパートも見られる住宅地域　　　　　　　　　　","                                                                   "
13112,00,086,0,0756,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","北烏山９－２３－１０　　　　　　　　　　　　　　　　　　　　　　","北烏山９丁目２０２３番１９　　　　　　　　　　　　　　　　　",0000399000,0000404000,      -1.2,0000000103,0000000000,3,010,020,1,4,02,0,32,6,0060,0,1,0,0,1,1,1,"千歳烏山　　　　　　　　　　　　　　　　",0,01000,15,0,2,6,020,0,00,"  ",1,08086,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","小規模戸建住宅、アパート等が建ち並ぶ住宅地域　　　　　　　　　　","                                                                   "
13112,00,087,0,0757,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","砧１－２８－７　　　　　　　　　　　　　　　　　　　　　　　　　","砧１丁目３４７番８０　　　　　　　　　　　　　　　　　　　　",0000474000,0000475000,      -0.2,0000000107,0000000000,3,012,010,1,4,02,0,32,1,0050,0,1,0,0,1,1,1,"祖師ヶ谷大蔵　　　　　　　　　　　　　　",0,01200,11,0,2,5,010,0,00,"  ",1,08087,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","小規模一般住宅にアパートも見られる住宅地域　　　　　　　　　　　","                                                                   "
13112,00,088,0,0758,"東京都　　","　　　　　　　　　　","世田谷区　　　　　　","世田谷　　　　　　　","上北沢３－２０－７　　　　　　　　　　　　　　　　　　　　　　　","上北沢３丁目８７７番３０内　　　　　　　　　　　　　　　　　",0000583000,0000600000,      -2.8,0000000185,0000000000,3,010,015,1,4,02,0,32,3,0054,0,1,0,0,1,1,1,"上北沢　　　　　　　　　　　　　　　　　",0,00320,11,0,2,5,010,0,00,"  ",1,08088,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","主に一般住宅が建ち並ぶ閑静な住宅地域　　　　　　　　　　　　　　","                                                                   "
