標準地番号（都道府県市区町村コード）,標準地番号（用途）,標準地番号（連番）,全国主要地点,連番（県単位）,都道府県名,市郡名,区町村名,地名,住居表示,所在並びに地番,当年価格,前年価格,対前年変動率（％）,地積,地積・内私道分,形状区分,（比率）間口,（比率）奥行,利用区分,構造,（階層）地上,（階層）地下,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道方位区分,側道区分,給排水状況（ガス）,給排水状況（水道）,給排水状況（下水道）,最寄り駅名,交通施設との近接区分,最寄り駅迄の道路距離,法規制・用途区分,法規制・高度地区,法規制・防火・準防火,法規制・建蔽率,法規制・容積率,法規制・森林法,法規制・公園法,予備,区域区分,連番（全体）,対象年（和暦）,共通地点区分,半年前番号（都道府県市区町村コード）,半年前番号（用途）,半年前番号（連番）,半年前価格,対半年前変動率（％）,利用の現況,周辺の土地の利用の現況,予備
13115,05,010,0,0999,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","下井草２－４０－１４　　　　　　　　　　　　　　　　　　　　　　","下井草２丁目２３５番３外　　　　　　　　　　　　　　　　　　",0000652000,0000668000,      -2.4,0000000160,0000000000,3,010,015,1,2,04,0,32,4,0072,0,1,0,0,1,1,1,"下井草　　　　　　　　　　　　　　　　　",0,00060,04,0,2,8,030,0,00,"  ",1,08329,03,0,00000,00,000,0000000000,       0.0,"店舗　　　　　　　　　　　　　　　　","中層小売店舗が建ち並ぶ駅前の商業地域　　　　　　　　　　　　　　","                                                                   "
13115,05,011,0,1000,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","阿佐谷北４－６－２９　　　　　　　　　　　　　　　　　　　　　　","阿佐谷北４丁目２４０番３　　　　　　　　　　　　　　　　　　",0000807000,0000818000,      -1.3,0000000134,0000000000,3,020,010,1,2,03,0,21,1,0200,0,1,0,0,1,1,1,"阿佐ケ谷　　　　　　　　　　　　　　　　",0,00650,04,0,1,8,040,0,00,"  ",1,08330,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","小規模の店舗、マンションが多い商業地域　　　　　　　　　　　　　","                                                                   "
13115,05,012,0,1001,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","成田東３－６－４　　　　　　　　　　　　　　　　　　　　　　　　","成田東３丁目１３７番２７　　　　　　　　　　　　　　　　　　",0000607000,0000618000,      -1.8,0000000136,0000000000,3,010,015,1,4,02,0,21,5,0150,0,1,0,0,1,1,1,"新高円寺　　　　　　　　　　　　　　　　",0,01100,04,0,2,8,030,0,00,"  ",1,08331,03,0,00000,00,000,0000000000,       0.0,"店舗兼住宅　　　　　　　　　　　　　","小規模な小売店舗の建ち並ぶ街道沿いの商業地域　　　　　　　　　　","                                                                   "
13115,05,013,0,1002,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","高井戸西１－２７－２１　　　　　　　　　　　　　　　　　　　　　","高井戸西１丁目７０１番６外　　　　　　　　　　　　　　　　　",0000713000,0000728000,      -2.1,0000000214,0000000000,3,010,015,1,2,03,0,21,1,0250,0,1,0,0,1,1,1,"高井戸　　　　　　　　　　　　　　　　　",0,00130,04,0,1,8,030,0,00,"  ",1,08332,03,0,00000,00,000,0000000000,       0.0,"医院　　　　　　　　　　　　　　　　","店舗、事務所、マンション等が建ち並ぶ商業地域　　　　　　　　　　","                                                                   "
13115,05,014,0,1003,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","高円寺南４－２３－４　　　　　　　　　　　　　　　　　　　　　　","高円寺南４丁目２３番３外　　　　　　　　　　　　　　　　　　",0001170000,0001200000,      -2.5,0000000178,0000000000,3,010,020,1,1,12,1,32,3,0180,0,1,0,0,1,1,1,"高円寺　　　　　　　　　　　　　　　　　",0,00190,05,0,1,8,050,0,00,"  ",1,08333,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","中高層商業ビル、マンションが多い駅前商業地域　　　　　　　　　　","                                                                   "
13115,05,015,0,1004,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","高井戸西２－１０－９　　　　　　　　　　　　　　　　　　　　　　","高井戸西２丁目２１４０番５外　　　　　　　　　　　　　　　　",0000666000,0000680000,      -2.1,0000000127,0000000000,3,010,025,1,2,04,0,32,3,0063,0,1,0,0,1,1,1,"富士見ヶ丘　　　　　　　　　　　　　　　",0,00100,04,0,2,8,030,0,00,"  ",1,08334,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","小規模な小売店舗が建ち並ぶ近隣商業地域　　　　　　　　　　　　　","                                                                   "
13115,05,016,0,1005,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","下高井戸１－１－６　　　　　　　　　　　　　　　　　　　　　　　","下高井戸１丁目３番３　　　　　　　　　　　　　　　　　　　　",0000650000,0000663000,      -2.0,0000000244,0000000000,5,010,015,1,2,05,0,32,3,0036,0,1,0,0,1,1,1,"下高井戸　　　　　　　　　　　　　　　　",0,00100,05,0,1,8,040,0,00,"  ",1,08335,03,0,00000,00,000,0000000000,       0.0,"店舗、事務所兼共同住宅等　　　　　　","中小規模の店舗兼共同住宅が多い駅前の商業地域　　　　　　　　　　","                                                                   "
13115,05,017,0,1006,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","和泉４－４０－３３　　　　　　　　　　　　　　　　　　　　　　　","和泉４丁目２５６番６　　　　　　　　　　　　　　　　　　　　",0000698000,0000716000,      -2.5,0000000204,0000000000,3,010,015,1,2,05,0,21,1,0250,0,1,0,0,1,1,1,"方南町　　　　　　　　　　　　　　　　　",0,00390,04,0,1,8,040,0,00,"  ",1,08336,03,0,00000,00,000,0000000000,       0.0,"事務所兼共同住宅　　　　　　　　　　","店舗、事務所兼共同住宅が建ち並ぶ路線商業地域　　　　　　　　　　","                                                                   "
13115,05,018,0,1007,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","阿佐谷北１－４－８　　　　　　　　　　　　　　　　　　　　　　　","阿佐谷北１丁目８０８番１７　　　　　　　　　　　　　　　　　",0000811000,0000771000,       5.2,0000000100,0000000000,5,010,020,1,3,04,0,32,2,0045,0,1,0,0,1,1,1,"阿佐ケ谷　　　　　　　　　　　　　　　　",0,00140,05,0,1,8,050,0,00,"  ",1,08337,03,0,00000,00,000,0000000000,       0.0,"店舗兼住宅　　　　　　　　　　　　　","店舗兼住宅等が建ち並ぶ近隣商業地域　　　　　　　　　　　　　　　","                                                                   "
13115,05,019,0,1008,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","善福寺１－１５－２２　　　　　　　　　　　　　　　　　　　　　　","善福寺１丁目５番外　　　　　　　　　　　　　　　　　　　　　",0000678000,0000687000,      -1.3,0000000819,0000000000,5,012,010,1,1,10,1,21,8,0250,0,1,0,0,1,1,1,"西荻窪　　　　　　　　　　　　　　　　　",0,01100,04,0,1,8,030,0,00,"  ",1,08338,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","中高層の店舗兼共同住宅が多い路線商業地域　　　　　　　　　　　　","                                                                   "
13115,05,020,0,1009,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","荻窪５－４－８　　　　　　　　　　　　　　　　　　　　　　　　　","荻窪５丁目６３番３　　　　　　　　　　　　　　　　　　　　　",0000700000,0000706000,      -0.8,0000000093,0000000000,0,010,020,1,2,04,0,32,5,0074,0,1,0,0,1,1,1,"荻窪　　　　　　　　　　　　　　　　　　",0,00600,04,0,1,8,040,0,00,"  ",1,08339,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","店舗、事務所、マンション等が建ち並ぶ商業地域　　　　　　　　　　","                                                                   "
13115,05,021,0,1010,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","下高井戸３－３－６　　　　　　　　　　　　　　　　　　　　　　　","下高井戸３丁目２４２番１　　　　　　　　　　　　　　　　　　",0000693000,0000700000,      -1.0,0000000182,0000000000,3,010,020,1,2,05,0,10,2,0400,0,1,0,0,1,1,1,"桜上水　　　　　　　　　　　　　　　　　",0,00350,04,0,1,8,030,0,00,"  ",1,08340,03,0,00000,00,000,0000000000,       0.0,"保育園兼共同住宅　　　　　　　　　　","小売店舗、マンション等が建ち並ぶ路線商業地域　　　　　　　　　　","                                                                   "
13115,05,022,1,1011,"東京都　　","　　　　　　　　　　","杉並区　　　　　　　","杉並　　　　　　　　","浜田山３－３４－２　　　　　　　　　　　　　　　　　　　　　　　","浜田山３丁目９３７番２９　　　　　　　　　　　　　　　　　　",0000792000,0000808000,      -2.0,0000000133,0000000000,3,010,025,1,2,03,1,32,6,0075,0,1,0,0,1,1,1,"浜田山　　　　　　　　　　　　　　　　　",1,00000,04,0,2,8,030,0,00,"  ",1,08341,03,1,13115,05,010,0000792000,       0.0,"店舗兼住宅　　　　　　　　　　　　　","中小規模の小売店舗が建ち並ぶ駅前の商業地域　　　　　　　　　　　","                                                                   "
13116,00,001,0,1012,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","目白２－３６－１６　　　　　　　　　　　　　　　　　　　　　　　","目白２丁目１６４３番７　　　　　　　　　　　　　　　　　　　",0000835000,0000840000,      -0.6,0000000125,0000000000,3,010,012,1,4,02,0,32,5,0045,0,1,0,0,1,1,1,"目白　　　　　　　　　　　　　　　　　　",0,00200,15,0,2,6,030,0,00,"  ",1,08342,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","学校、事務所も混在する接近性の優れた住宅地域　　　　　　　　　　","                                                                   "
13116,00,002,0,1013,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","南池袋２－３９－９　　　　　　　　　　　　　　　　　　　　　　　","南池袋２丁目２７番３０　　　　　　　　　　　　　　　　　　　",0000575000,0000577000,      -0.3,0000000115,0000000000,3,010,015,1,4,03,0,40,1,0040,0,1,0,0,1,1,1,"東池袋　　　　　　　　　　　　　　　　　",0,00250,15,0,2,6,030,0,00,"  ",1,08343,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中小規模一般住宅、アパートが建ち並ぶ住宅地域　　　　　　　　　　","                                                                   "
13116,00,003,0,1014,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","東池袋２－１２－９　　　　　　　　　　　　　　　　　　　　　　　","東池袋２丁目１２番１１　　　　　　　　　　　　　　　　　　　",0000706000,0000710000,      -0.6,0000000194,0000000000,1,010,010,1,3,02,0,32,8,0060,0,1,0,0,1,1,1,"大塚　　　　　　　　　　　　　　　　　　",0,00380,15,0,1,6,040,0,00,"  ",1,08344,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","住宅、事務所等が混在する区画整理済の住宅地域　　　　　　　　　　","                                                                   "
13116,00,004,0,1015,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","目白４－１－２２　　　　　　　　　　　　　　　　　　　　　　　　","目白４丁目４３番６６外　　　　　　　　　　　　　　　　　　　",0000880000,0000883000,      -0.3,0000000215,0000000000,1,010,010,1,4,02,0,32,1,0054,0,1,0,0,1,1,1,"目白　　　　　　　　　　　　　　　　　　",0,00470,11,0,2,6,015,0,00,"  ",1,08345,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多く環境の良い住宅地域　　　　　　　　　　　　　","                                                                   "
13116,00,005,0,1016,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","南大塚１－４－２４　　　　　　　　　　　　　　　　　　　　　　　","南大塚１丁目１５３２番２０　　　　　　　　　　　　　　　　　",0000710000,0000711000,      -0.1,0000000404,0000000000,3,010,020,1,6,02,0,32,7,0055,0,1,0,0,1,1,1,"新大塚　　　　　　　　　　　　　　　　　",0,00750,13,0,2,6,030,0,00,"  ",1,08346,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","大中規模の一般住宅が建ち並ぶ閑静な住宅地域　　　　　　　　　　　","                                                                   "
13116,00,006,0,1017,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","千早４－２２－１３　　　　　　　　　　　　　　　　　　　　　　　","千早４丁目２６番３　　　　　　　　　　　　　　　　　　　　　",0000518000,0000521000,      -0.6,0000000135,0000000000,3,010,012,1,4,02,0,32,8,0055,0,1,0,0,1,1,1,"千川　　　　　　　　　　　　　　　　　　",0,00410,13,0,2,6,020,0,00,"  ",1,08347,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅、アパートが多い住宅地域　　　　　　　　　　　　　","                                                                   "
13116,00,007,1,1018,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","千川１－２０－８　　　　　　　　　　　　　　　　　　　　　　　　","千川１丁目１２番１４　　　　　　　　　　　　　　　　　　　　",0000647000,0000655000,      -1.2,0000000187,0000000000,3,010,015,1,6,03,0,32,4,0072,0,1,0,0,1,1,1,"千川　　　　　　　　　　　　　　　　　　",0,00360,11,0,2,6,015,0,00,"  ",1,08348,03,1,13116,00,004,0000647000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅、アパート等が混在する住宅地域　　　　　　　　　　","                                                                   "
13116,00,008,0,1019,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","池袋本町４－８－１１　　　　　　　　　　　　　　　　　　　　　　","池袋本町４丁目２１５番３　　　　　　　　　　　　　　　　　　",0000500000,0000502000,      -0.4,0000000146,0000000000,3,010,030,1,4,03,0,32,4,0043,0,1,0,0,1,1,1,"北池袋　　　　　　　　　　　　　　　　　",0,00380,13,0,2,6,030,0,00,"  ",1,08349,03,0,00000,00,000,0000000000,       0.0,"事務所兼住宅　　　　　　　　　　　　","小規模一般住宅、アパートの多い住宅地域　　　　　　　　　　　　　","                                                                   "
13116,00,009,1,1020,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","雑司が谷３－２０－１０　　　　　　　　　　　　　　　　　　　　　","雑司が谷３丁目５４３番３　　　　　　　　　　　　　　　　　　",0000604000,0000608000,      -0.7,0000000188,0000000000,7,010,015,1,2,03,0,32,8,0055,0,1,0,0,1,1,1,"雑司が谷　　　　　　　　　　　　　　　　",0,00210,13,0,1,6,030,0,00,"  ",1,08350,03,2,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中規模一般住宅、アパート等が混在する住宅地域　　　　　　　　　　","                                                                   "
13116,00,010,0,1021,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","池袋３－９－２　　　　　　　　　　　　　　　　　　　　　　　　　","池袋３丁目１６３８番５　　　　　　　　　　　　　　　　　　　",0000604000,0000608000,      -0.7,0000000073,0000000000,3,010,020,1,4,03,0,32,2,0042,0,1,0,0,1,1,1,"要町　　　　　　　　　　　　　　　　　　",0,00300,13,0,2,6,030,0,00,"  ",1,08351,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、マンション等が混在する住宅地域　　　　　　　　　　　　","                                                                   "
13116,00,011,1,1022,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","北大塚１－２４－３　　　　　　　　　　　　　　　　　　　　　　　","北大塚１丁目２６番３　　　　　　　　　　　　　　　　　　　　",0000688000,0000696000,      -1.1,0000000138,0000000000,3,010,020,1,4,02,0,32,5,0050,0,1,0,0,1,1,1,"大塚　　　　　　　　　　　　　　　　　　",0,00550,13,0,2,6,030,0,00,"  ",1,08352,03,1,13116,00,008,0000688000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅が多い閑静な住宅地域　　　　　　　　　　　　　　　","                                                                   "
13116,00,012,0,1023,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","高田１－３－１１　　　　　　　　　　　　　　　　　　　　　　　　","高田１丁目１６番１２　　　　　　　　　　　　　　　　　　　　",0000530000,0000533000,      -0.6,0000000115,0000000000,5,010,030,1,2,03,1,40,5,0038,0,1,0,0,1,1,1,"雑司が谷　　　　　　　　　　　　　　　　",0,01000,15,0,2,6,030,0,00,"  ",1,08353,03,0,00000,00,000,0000000000,       0.0,"住宅兼共同住宅　　　　　　　　　　　","住宅、アパート、作業所等が混在する住宅地域　　　　　　　　　　　","                                                                   "
13116,00,013,0,1024,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","駒込７－１４－１５　　　　　　　　　　　　　　　　　　　　　　　","駒込７丁目７９５番１１　　　　　　　　　　　　　　　　　　　",0000515000,0000518000,      -0.6,0000000080,0000000000,3,010,012,1,4,03,0,32,1,0040,0,1,0,0,1,1,1,"駒込　　　　　　　　　　　　　　　　　　",0,00920,13,0,2,6,030,0,00,"  ",1,08354,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","小規模住宅、アパート等の建ち並ぶ住宅地域　　　　　　　　　　　　","                                                                   "
13116,00,014,0,1025,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","西巣鴨１－３０－２　　　　　　　　　　　　　　　　　　　　　　　","西巣鴨１丁目７７０番２２　　　　　　　　　　　　　　　　　　",0000545000,0000548000,      -0.5,0000000112,0000000000,3,010,020,1,4,02,1,32,6,0052,0,1,0,0,1,1,1,"大塚　　　　　　　　　　　　　　　　　　",0,00850,13,0,2,6,030,0,00,"  ",1,08355,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅のほかにアパート等が混在する住宅地域　　　　　　　　　　","                                                                   "
13116,00,015,0,1026,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","南長崎２－７－１０　　　　　　　　　　　　　　　　　　　　　　　","南長崎２丁目２０８０番１３　　　　　　　　　　　　　　　　　",0000549000,0000552000,      -0.5,0000000132,0000000000,3,010,015,1,4,02,0,32,8,0043,0,1,0,0,1,1,1,"椎名町　　　　　　　　　　　　　　　　　",0,00650,13,0,2,6,020,0,00,"  ",1,08356,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、共同住宅が混在する住宅地域　　　　　　　　　　　　　　","                                                                   "
13116,00,016,0,1027,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","西池袋３－７－５　　　　　　　　　　　　　　　　　　　　　　　　","西池袋３丁目１３９０番２０　　　　　　　　　　　　　　　　　",0000642000,0000646000,      -0.6,0000000198,0000000000,3,010,012,1,2,03,0,32,5,0044,0,1,0,0,1,1,1,"池袋　　　　　　　　　　　　　　　　　　",0,00700,13,0,2,6,030,0,00,"  ",1,08357,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、アパート、寮等が混在する住宅地域　　　　　　　　　　　","                                                                   "
13116,00,017,0,1028,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","雑司が谷１－２５－７　　　　　　　　　　　　　　　　　　　　　　","雑司が谷１丁目６４番７　　　　　　　　　　　　　　　　　　　",0000565000,          ,          ,0000000108,0000000000,3,010,012,1,2,03,0,32,7,0040,0,1,0,0,1,1,1,"護国寺　　　　　　　　　　　　　　　　　",0,00690,13,0,1,6,030,0,00,"  ",1,08358,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中小規模の住宅、アパート等が建ち並ぶ住宅地域　　　　　　　　　　","                                                                   "
13116,00,018,1,1029,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","駒込４－１０－１６　　　　　　　　　　　　　　　　　　　　　　　","駒込４丁目１５番４１　　　　　　　　　　　　　　　　　　　　",0000800000,0000800000,       0.0,0000001877,0000000000,3,025,010,1,2,06,0,32,8,0060,0,1,0,5,1,1,1,"駒込　　　　　　　　　　　　　　　　　　",0,00500,13,0,2,6,030,0,00,"  ",1,08359,03,2,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中層マンションのほか一般住宅等もある住宅地域　　　　　　　　　　","                                                                   "
13116,00,019,0,1030,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","千早２－４４－８　　　　　　　　　　　　　　　　　　　　　　　　","千早２丁目３２番４　　　　　　　　　　　　　　　　　　　　　",0000560000,0000565000,      -0.9,0000000363,0000000000,1,010,010,1,4,02,0,32,3,0054,0,1,0,0,1,1,1,"千川　　　　　　　　　　　　　　　　　　",0,00400,11,0,2,6,015,0,00,"  ",1,08360,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中規模一般住宅等が建ち並ぶ閑静な住宅地域　　　　　　　　　　　　","                                                                   "
13116,00,020,0,1031,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","千早１－２８－１５　　　　　　　　　　　　　　　　　　　　　　　","千早１丁目３５番４２　　　　　　　　　　　　　　　　　　　　",0000559000,0000562000,      -0.5,0000000103,0000000000,3,010,012,1,3,03,0,32,4,0042,0,1,0,0,1,1,1,"要町　　　　　　　　　　　　　　　　　　",0,00250,13,0,2,6,020,0,00,"  ",1,08361,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","中小規模一般住宅が多い住宅地域　　　　　　　　　　　　　　　　　","                                                                   "
13116,00,021,0,1032,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","上池袋３－５－５　　　　　　　　　　　　　　　　　　　　　　　　","上池袋３丁目１５５番１７外　　　　　　　　　　　　　　　　　",0000514000,0000517000,      -0.6,0000000112,0000000000,3,010,015,1,4,02,0,32,6,0040,0,1,0,0,1,1,1,"北池袋　　　　　　　　　　　　　　　　　",0,00520,13,0,2,6,030,0,00,"  ",1,08362,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、アパート等が混在する住宅地域　　　　　　　　　　　　　","                                                                   "
13116,00,022,0,1033,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","駒込１－１４－２　　　　　　　　　　　　　　　　　　　　　　　　","駒込１丁目１４番１外　　　　　　　　　　　　　　　　　　　　",0000895000,0000899000,      -0.4,0000000307,0000000000,3,015,010,1,2,08,0,32,6,0100,0,1,5,1,1,1,1,"駒込　　　　　　　　　　　　　　　　　　",0,00260,15,0,1,6,040,0,00,"  ",1,08363,03,0,00000,00,000,0000000000,       0.0,"共同住宅　　　　　　　　　　　　　　","中層マンションが多く見られる住宅地域　　　　　　　　　　　　　　","                                                                   "
13116,00,023,0,1034,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","東池袋５－２２－８　　　　　　　　　　　　　　　　　　　　　　　","東池袋５丁目１４９番６外　　　　　　　　　　　　　　　　　　",0000533000,0000535000,      -0.4,0000000127,0000000000,3,010,012,1,2,03,0,32,2,0036,0,1,0,0,1,1,1,"東池袋　　　　　　　　　　　　　　　　　",0,00460,15,0,2,6,030,0,00,"  ",1,08364,03,0,00000,00,000,0000000000,       0.0,"住宅　　　　　　　　　　　　　　　　","一般住宅、アパート等が混在する住宅地域　　　　　　　　　　　　　","                                                                   "
13116,05,001,1,1035,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","東池袋１－１－３　　　　　　　　　　　　　　　　　　　　　　　　","東池袋１丁目１番１６外　　　　　　　　　　　　　　　　　　　",0014100000,0014500000,      -2.8,0000000136,0000000000,3,015,010,1,3,10,1,32,6,0500,0,1,0,0,1,1,1,"池袋　　　　　　　　　　　　　　　　　　",0,00130,05,0,1,8,090,0,00,"  ",1,08365,03,2,00000,00,000,0000000000,       0.0,"店舗兼事務所　　　　　　　　　　　　","中高層の店舗、事務所が建ち並ぶ繁華な商業地域　　　　　　　　　　","                                                                   "
13116,05,002,0,1036,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","北大塚３－３０－１０　　　　　　　　　　　　　　　　　　　　　　","北大塚３丁目３０番１１　　　　　　　　　　　　　　　　　　　",0000800000,0000813000,      -1.6,0000000195,0000000000,5,010,012,1,3,04,0,21,8,0200,0,1,0,0,1,1,1,"大塚　　　　　　　　　　　　　　　　　　",0,00480,04,0,1,8,040,0,00,"  ",1,08366,03,0,00000,00,000,0000000000,       0.0,"事務所　　　　　　　　　　　　　　　","中高層の店舗兼事務所、共同住宅が多い商業地域　　　　　　　　　　","                                                                   "
13116,05,003,0,1037,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","南大塚３－５０－３　　　　　　　　　　　　　　　　　　　　　　　","南大塚３丁目５０番４　　　　　　　　　　　　　　　　　　　　",0000860000,0000879000,      -2.2,0000000075,0000000000,3,010,020,1,2,05,2,32,7,0060,0,1,0,0,1,1,1,"大塚　　　　　　　　　　　　　　　　　　",0,00150,05,0,1,8,050,0,00,"  ",1,08367,03,0,00000,00,000,0000000000,       0.0,"店舗兼事務所　　　　　　　　　　　　","中小規模の小売店舗、飲食店等が多い商業地域　　　　　　　　　　　","                                                                   "
13116,05,004,0,1038,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","西池袋１－３７－１６　　　　　　　　　　　　　　　　　　　　　　","西池袋１丁目３７番２　　　　　　　　　　　　　　　　　　　　",0002680000,0002830000,      -5.3,0000000073,0000000000,3,010,025,1,3,04,1,32,1,0100,0,1,0,0,1,1,1,"池袋　　　　　　　　　　　　　　　　　　",0,00180,05,0,1,8,080,0,00,"  ",1,08368,03,0,00000,00,000,0000000000,       0.0,"店舗　　　　　　　　　　　　　　　　","中高層の飲食店が建ち並ぶ商業地域　　　　　　　　　　　　　　　　","                                                                   "
13116,05,005,1,1039,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","南池袋２－２７－６　　　　　　　　　　　　　　　　　　　　　　　","南池袋２丁目９７番１３　　　　　　　　　　　　　　　　　　　",0003750000,0003900000,      -3.8,0000000130,0000000000,3,010,030,1,1,07,1,32,7,0200,0,1,0,0,1,1,1,"池袋　　　　　　　　　　　　　　　　　　",0,00280,05,0,1,8,080,0,00,"  ",1,08369,03,1,13116,05,012,0003780000,      -0.8,"店舗兼事務所　　　　　　　　　　　　","中高層の店舗、事務所ビルが建ち並ぶ商業地域　　　　　　　　　　　","                                                                   "
13116,05,006,0,1040,"東京都　　","　　　　　　　　　　","豊島区　　　　　　　","豊島　　　　　　　　","池袋１－７－１７　　　　　　　　　　　　　　　　　　　　　　　　","池袋１丁目５４４番４　　　　　　　　　　　　　　　　　　　　",0000904000,0000918000,      -1.5,0000000089,0000000000,3,010,015,1,3,05,0,32,3,0080,0,1,0,0,1,1,1,"池袋　　　　　　　　　　　　　　　　　　",0,00500,04,0,1,8,040,0,00,"  ",1,08370,03,0,00000,00,000,0000000000,       0.0,"店舗兼共同住宅　　　　　　　　　　　","中層の日用品店舗等の建ち並ぶ商業地域　　　　　　　　　　　　　　","                                                                   "
